,business_id,attributes.RestaurantsPriceRange2,stars,review_count
10230,b'pbrsG30usbyUpHwpkOymdg',1.0,3.5,28
10231,b'8VjuH2GhJXauUigEEX9Q7Q',1.0,4.5,18
10232,b'AR9Lf9MIsBqc52qlyKIpcg',1.0,2.0,5
10233,b'LoyBOVYO5kYkse53h-B6mQ',2.0,4.0,9
10234,b'Hw0hdZnM7z5uBTwbW8jHMA',2.0,3.5,18
10235,b'F1hRQuc2rMGmf2RZAbllqw',2.0,4.5,21
10236,b'EktALNXpjRIpaiR-cUJ-_g',,3.5,3
10237,b'-0DET7VdEQOJVJ_v6klEug',2.0,3.0,69
10238,b'nvz74YeBhOKhOwOfWiLnPA',3.0,4.5,18
10239,b'yDbT5Tks4oLOwVhGUcOD8g',2.0,4.0,7
10240,b'Jf1BBm837LtHJi-cAImwMg',2.0,3.0,24
10241,b'rFb9J1njudA6j7zym5hL1Q',2.0,4.0,58
10242,b'9uKRAm1UR26zpt0JATMvtg',1.0,4.5,11
10243,b'Ud6M1VKg9tkAnsznVBAKgw',2.0,4.5,6
10244,b'p_riQnZZj-xWQ3xn4nNkMw',1.0,1.5,9
10245,b'yhVVzqltGsPxYncQeaq7yQ',2.0,2.5,23
10246,b'wZwfor9xlfERpVXfLXCXOA',,4.5,3
10247,b'Kzo1z1hW6224lNd3al2SbQ',2.0,3.5,26
10248,b'p1FPUxkQfSFqJGIkrF4abg',2.0,5.0,19
10249,b'huNs9XKN4_ig4mVL04u9yA',2.0,4.0,13
10250,b'REfM-TpPnDSpgAMB_puQbw',3.0,3.0,61
10251,b'8CjqYEmAAay_oUt47x7_FA',1.0,3.5,29
10252,b'lSSUmCtsKU_qYz5NGz979w',1.0,2.5,7
10253,b'HJFKqzhV4n4ZWepneOzFhQ',1.0,4.0,79
10254,b'pjz3-8fMgKIMYd_4mv8N1A',1.0,3.5,36
10255,b'Bp2pM6YLjcKjiKbVecwIMQ',1.0,3.5,43
10256,b'5A_sjC9ULLt4UkDNtr9dkw',2.0,4.0,208
10257,b'xzF47YDO44Dv5sa5bedPdg',2.0,3.0,33
10258,b'QW0YuA4bhfGjnhNWwiYWsw',,5.0,3
10259,b'oP0XbohImQClyqRdMA2ONg',2.0,3.5,22
10260,b'l1WYIKWfnuZj8t9sxUcdPQ',2.0,4.0,15
10261,b'5m_xSthxwPoR-XvJvtTeNQ',1.0,4.0,54
10262,b'W1ruzSm-NrunwxOMzYIUaw',1.0,2.0,4
10263,b'wQd7pL2NgKiBnVPaPmchIw',2.0,3.0,29
10264,b'47Ce56CE_NnzdmCozdMQng',1.0,4.5,3
10265,b'T1XikHI9k4VtoNzQVpIATA',1.0,5.0,3
10266,b'QylMuwQjVHo5ElzNLw9gpg',2.0,2.0,15
10267,b'qnZzSC4TKen19Gz9nyKCvw',2.0,3.0,136
10268,b'Es0BG2vF5Jhk1SBbXvUF5Q',1.0,4.5,14
10269,b'Pl4SdIP1jWjoF0RKwPsnZw',2.0,3.5,10
10270,b'f-mBPEYjkuZ7IDZQG2z3tw',,4.0,3
10271,b'vFWYJFEEp-HeO7bsJOyEZA',1.0,3.0,26
10272,b'Iv6G7cDNydPoYLss-uokVA',1.0,3.5,35
10273,b'Zbjl53pR2W0jMrGFPM0Ssw',1.0,2.5,48
10274,b'58oVEzvF6EnOmvVkXYFkTg',2.0,3.0,104
10275,b'-SabPkd-UbdVjg2t1m5vqg',,2.5,3
10276,b'_V-1gwVcw5Nd0e-8DsJ9RA',1.0,4.0,12
10277,b'Ly2ShApiomYZwKehwb7eRA',2.0,4.5,571
10278,b'mGb55Zvkb3D8yooZpRkz3w',1.0,4.0,4
10279,b'WoID56FDDVQVmFpLa-3UvQ',1.0,2.5,12
10280,b'_BAewGvIIzrNJtCzViIvSQ',2.0,4.5,9
10281,b'606RJZImVKEUcdMUkSL69Q',2.0,3.5,31
10282,b'9YiQ3o0EGmtojzjXdEfgeQ',1.0,4.5,56
10283,b'_OAPdOJiAE-8ROsJPVPxYA',2.0,4.0,9
10284,b'Fz1r4nl8kUYN9JvVYKvqMw',,3.5,6
10285,b'xIuD2AVGFWjDepLZbcNIeg',2.0,4.0,27
10286,b'0dcNFXs5yMj1n2RtkgIoHg',2.0,4.0,12
10287,b'iJi9uluA-hFNc75lMYXSsA',1.0,3.0,8
10288,b'k_TFJp2S1W1l1Op6v5uUYQ',1.0,3.5,62
10289,b'DHCByHAmiaXanWzcjxJEDA',3.0,3.0,9
10290,b'h39PkiW3Zt0N_syoRsKbGQ',1.0,3.5,51
10291,b'_o9lbCi5Wv0J-J5LCtsO9g',2.0,4.0,6
10292,b'NyaCUU3KwnXhvKqBLMrZbg',1.0,4.0,44
10293,b'IqBoGCKUJdzBOmzjUsB7lw',1.0,3.5,103
10294,b'zJIv1GZogXv8j__XRyVi6A',2.0,3.5,134
10295,b'6oKZoCI_0ePyzfRqSFMBig',3.0,4.0,334
10296,b'U4OLUFb9VxMmpMXm1ZF-cQ',1.0,4.5,402
10297,b'atLCqV8RGezSxgLzcM9HaQ',1.0,4.0,32
10298,b'F6c3D1o9Z4Tl6cDorb3WgA',1.0,3.5,59
10299,b'OxICxqqF0ARE4Jsze60EAw',2.0,3.5,10
10300,b'XZV6pSuJkfsyoT9eJc3dWw',,2.5,3
10301,b'W035pMPJuocijd0BLfHaiw',2.0,4.0,213
10302,b'okX1jSK4-4uPdglVFNYhSw',1.0,4.0,30
10303,b'OA5D9SMnku0QAq5hFLytng',1.0,3.0,23
10304,b'vMKQaR8bI2saI7rz8H5MYg',1.0,4.5,126
10305,b'LmwJ2QDLaxEjbvKZ2TXZgg',1.0,3.0,4
10306,b'cM4a6iIM-VdILKMsPjOx5g',1.0,3.5,8
10307,b'JJxI7OA8wgr8ZMuwaKborQ',,4.0,4
10308,b'DW5TmdNGhepqrB0JGHnJ_A',1.0,4.0,213
10309,b'yBmDNVdEzW1ARUXYlKACIw',2.0,4.5,77
10310,b'sbnKkn2Es06ERhPLtlNY_A',1.0,3.0,57
10311,b'yHplknOLkiM3vb3ozwZtwQ',1.0,3.0,5
10312,b'7usumJrTK_qs2GbSd8zIvg',1.0,4.0,85
10313,b'BjnJKoYFmjBRHUCCcUkiwg',2.0,3.0,142
10314,b'5XLuRoXqafFY_GAQ0D8dWw',2.0,2.0,65
10315,b'L6bltHzP0PsZSEHDJjfFpA',1.0,5.0,5
10316,b'-csPoRDt0hsLMM_5uzFYdA',1.0,4.0,4
10317,b's6IPjR2nSJqhXcGJ49Ckiw',2.0,2.0,13
10318,b'YXvXE2p6xeg6a11SMIjQ3w',2.0,3.5,192
10319,b'XFFVjs-maXVezjQF6KoKjg',2.0,3.0,11
10320,b'AZQ6eiVqhMalpVL9Bbq6Iw',2.0,4.5,105
10321,b'yvpeSGJtBHYkhobcDRVcOQ',,3.5,3
10322,b'DZwR0EIPKlmC3mMLhTkqcQ',2.0,4.0,437
10323,b'k6zl_3rFNH5OVare5n9Qgg',1.0,4.0,34
10324,b'rQhSytWZ2vhzsfzBW4fKgQ',1.0,3.5,12
10325,b'9Z03sjpsyM4aiSSk_yiwNA',2.0,4.5,3
10326,b'8C4R3FLXERdrMtiD5YdLYA',1.0,2.5,64
10327,b'ZCiKZMT1kce5Gxbwqcbrmw',1.0,3.5,27
10328,b'-R8-4JRe8mUDHc1pbWYgiQ',2.0,2.5,6
10329,b'Rwz2E-VHsSxTqvYcISdehA',1.0,3.5,5
10330,b'4nOdkSKxR4rZA5-vEGKNgg',2.0,2.5,15
10331,b'm6rffQy85HUq82DjLq-YJg',2.0,4.0,223
10332,b'bmybVhBqZhhYwLND9pMHQw',1.0,3.0,8
10333,b'eojBqWSuTXwFhrvVhTqVcA',2.0,2.0,12
10334,b'gy5pr5bFAjOL5rERSdMCLg',3.0,4.0,193
10335,b'MxMp7-pPqLHXUB1cyKXy6w',2.0,2.0,10
10336,b'D7CnTsm8SCmbQghz1ioPdw',3.0,4.0,201
10337,b'rA0GXKkrUOle4KGdYfjiPA',,2.5,19
10338,b'rXceWs_H4PLmY99rGcbk6w',1.0,3.0,20
10339,b'2-w6Q9uLEHrD9DWhpI38ng',2.0,3.5,5
10340,b'2xn5cEvhZFxFRcnxhcT0Yw',2.0,3.0,17
10341,b'sgawLt-htNEwUh8Wmp3hHQ',2.0,4.0,41
10342,b'q4M0sb8Sbyg4ExpSjwtW1g',2.0,2.0,9
10343,b'zvsJSNdg9UXEIL6FKiGa3Q',1.0,2.0,4
10344,b'Jzz-ZLXsd2ClSn6UyFcbpw',1.0,3.0,123
10345,b'-hFVxvZZbozVbY03XiNDPw',2.0,4.5,7
10346,b'OQD9QYMmI6ZRlKLGkKfAGQ',1.0,3.5,25
10347,b'QprcsinZiEmrE3fNtzpyDg',1.0,3.5,3
10348,b'synyRqHFe30g3uI-p4o7vg',1.0,4.0,35
10349,b'QQIwwU1tyOyKwr_sgqfYmw',2.0,4.5,35
10350,b'KYkUtRB1QKrI6Twov98leA',1.0,3.0,30
10351,b'HGpHlM2jbVPr5ioQ1BoMOQ',2.0,4.0,43
10352,b'RyGvZN-v44TddRHmd_gPMA',2.0,4.0,105
10353,b'UWuB3vikQmf0-x2ZXjxdmg',1.0,3.0,73
10354,b'_k-GxjmoJYelsGHA5NIPiQ',2.0,3.5,171
10355,b's99qklMSNnOhHsqQ47Y92g',2.0,3.5,24
10356,b'HAt7VY-_uhl_ERUpGVqwVQ',1.0,2.0,7
10357,b'cFxGP_IC4REtJspMNQ3vLg',1.0,3.5,43
10358,b'22iiBtQw4H4keJk1UP81DA',3.0,3.0,10
10359,b'aic7eCND9zYr3O4qwV3-mw',2.0,4.0,14
10360,b'7o3pSUrqqmGSxDlthpL63Q',2.0,3.5,33
10361,b'mjVwkXV4Vw5s6JHqZLZhXA',1.0,4.0,4
10362,b'ZDE5QPR5Q9sL50bhK3qv1A',1.0,4.5,11
10363,b'pUR0xuSxB-_Wcu_WXDmURQ',2.0,3.0,3
10364,b'uBb4Y-ymguEGdj3SQFuxxA',1.0,3.5,3
10365,b'Avh4vPVXkYPcHEbRs1ZdBQ',2.0,4.5,10
10366,b'nWW6fBfBljiRFa4sG7TyxA',2.0,4.0,107
10367,b'SJZjFHUvMfsqRasl0lp7XA',1.0,4.5,18
10368,b'VEe-_Yc1fbEtUjkACEjLpA',2.0,3.5,396
10369,b'kN9JRpeG-JRXwSs7YzMwPg',2.0,4.5,9
10370,b'mJmsppNPPupwDzJ9QRvoNQ',2.0,1.5,19
10371,b'LF66oShCh30k5NOV6pPJTQ',2.0,4.5,13
10372,b'rP276zPugi0mznyj49TpIw',2.0,2.0,5
10373,b's6Ds2KXvfYXkucWl6li1UA',2.0,4.0,25
10374,b'dd88S7tQtZeDce61KqcVyA',1.0,4.0,96
10375,b'XiHEGZlZGF8xrjxC6iM3sg',2.0,2.5,14
10376,b'qEneEkjgJp8pLty7dIy_YA',2.0,3.5,131
10377,b'PuH3yrAjl8OhMdIL792eEA',2.0,4.5,66
10378,b'e55f_t6nVzsgvBjLldAMtw',1.0,3.5,70
10379,b'y74H_27Vje2rM7s_xJch5w',2.0,2.5,48
10380,b'GgPjSs2eBy6gpv2b-e6OrA',1.0,3.0,4
10381,b'zHqydarL53YWMjuC0UglSA',1.0,2.0,17
10382,b'xGXtoeQAggLP9646N4Iwnw',,3.0,4
10383,b'YeYtDdGRonHddnviDc1q7g',1.0,3.5,213
10384,b'_2Wbpm821bdNsh-gyqufrg',1.0,2.0,25
10385,b'9umA26_aWjEuVe4QW7axtw',2.0,4.5,64
10386,b'BngaEGNRonNnd-Q9PiSjPw',1.0,2.5,53
10387,b'cw9Vp_nxdgH5KzYuu1AC2Q',2.0,3.5,12
10388,b'6-2PKVG4-qgALr80uK3Ztw',2.0,3.0,3
10389,b'FTJnAmU9XKJFAYsBjvYAJQ',1.0,2.5,6
10390,b'mhQ6Q-__szGwaaZ-FXCe0g',2.0,4.0,3
10391,b'SV9a5efxEVkVYW6hQHe7Iw',2.0,4.0,24
10392,b'GjX2WgchvvS-JAWBmzkLyQ',1.0,3.5,162
10393,b'e9qJuXOJx4siAYd_G9THFw',1.0,2.0,5
10394,b'-R2z2womJA-NCA2Pbz181g',2.0,3.5,11
10395,b'3cHL1r5w2oLYH-veijtweA',2.0,3.5,614
10396,b'8I2XBrjf4rOEWx7pnKpVeg',2.0,4.0,170
10397,b'5FD6PHDsuu93TGXhzWqrKw',1.0,3.0,4
10398,b'8tSoBxQ8KzMWvCw7a8KBCg',2.0,2.5,4
10399,b'RzJEqt010ycK5QtnW4t9fA',1.0,3.5,18
10400,b'gwo0iQlgQIKGXGTJYqWc7w',1.0,3.0,20
10401,b'NQEN9FoxUrUPWtmTjBRvcA',,2.0,5
10402,b'1Z4_zSITNVQ_Bt027R0S1g',2.0,3.5,128
10403,b'zblKqBFWq7HMACwacMpzig',2.0,4.5,51
10404,b'aeDWOXzh6M9u0x4l6UZROw',2.0,4.0,23
10405,b'AZw_8ngMd8vnAbzKX7zPlw',2.0,3.0,5
10406,b'jPvn-C8kNUcyGfjUtOc_oA',3.0,3.0,55
10407,b'FUr2uEolARu7rv2TQYKPqg',1.0,3.0,49
10408,b'UkP3C7j66p3nsTstQ3MovQ',2.0,4.5,4
10409,b'nmpqq8C8hgF9m8JrtYrI4w',2.0,3.0,4
10410,b'MfM1RlnTRFY4k0IDlKTMwA',1.0,2.5,47
10411,b'D_mVIUu5XyrHz-7U_z_pDg',3.0,4.0,475
10412,b'SFaIhuHpxnM0PJLQB1uAHw',1.0,3.5,21
10413,b'pLPV7vybH3FMnT-Um7IQhQ',2.0,3.5,54
10414,b'o37mk94tQ3UyQOOxDXQo8A',1.0,4.5,8
10415,b'VuYF1vGKLjEFaQfL4Ypwqg',2.0,4.0,71
10416,b'rsiW1dz9FD1EfNPoDfaDDQ',2.0,2.5,35
10417,b'Nj3DwfsDAwogVyFrGKxgnA',2.0,4.0,6
10418,b'K-fw0gOHs5sF--_SRZa2Qg',1.0,4.0,34
10419,b'qPZRzNaAYt5EAaC-h7Drpw',2.0,2.5,9
10420,b'5aylLvgZVtI8H59uSClfxg',2.0,2.0,7
10421,b'jbwyl98wXrEKDkgFz2PiwQ',1.0,3.5,68
10422,b'wOw-YvucvqNHDhwltGsNpQ',2.0,4.0,9
10423,b'MBK1Ew_P30AD6hFpKHqX6w',1.0,2.0,11
10424,b'VvF3nmdvyIewGQQgEfZvcQ',2.0,4.0,61
10425,b'1aGNx-7cTXIeBCMVM8X0TQ',1.0,2.5,22
10426,b'gvoe0Z2Y_2i4m7vJGiJXHg',2.0,3.0,40
10427,b'b6Rv6vwJPaMAQGuSsqPPPQ',2.0,3.5,13
10428,b'cVPUJEJqjSR1oHjl2JPHqg',2.0,3.0,53
10429,b'Zcg5TOY8UN6uEDzty572BQ',2.0,4.0,32
10430,b'1O0JT3O8TCULYhu-AIziwg',2.0,3.0,117
10431,b'Lj4QPvC27y4cLa3w9szkGA',1.0,3.5,38
10432,b'qtQY4vksNp9cE61-bszqFw',1.0,4.0,3
10433,b'HWGWP_8YDzb9s8qTHh9fjw',2.0,3.0,4
10434,b'9yrAfE46k-_kqg4ULHu8Vw',2.0,3.5,71
10435,b'KLivsKKkFU3XxHM3eukVLA',2.0,3.5,71
10436,b'7tcfLr-QpzJF-y5dfNFjKg',3.0,4.5,114
10437,b'uKfOtfZ5R1JGm5sybZmi2w',3.0,4.0,98
10438,b'Q4WmBfRD6rcTSXVZqjKC5Q',1.0,4.5,101
10439,b'wPPp6Aj0PWRHv_YubOOrKQ',1.0,2.0,20
10440,b'IBSePQdC8MwoWdMmoyegnw',2.0,3.0,24
10441,b'tVTYtqpJRzfaFyWipLS8Tg',2.0,3.5,15
10442,b'NZP9oypyQCy-IXlzqQWvWQ',1.0,2.5,13
10443,b'YRFDHOBOwt2WMR85r7Gzog',,3.5,3
10444,b'XrOmn4si9IIQig3Yz1X-mw',2.0,4.5,7
10445,b'fcijvMPLMA5ORIweGMOIMQ',2.0,2.5,11
10446,b'umXvdus9LbC6oxtLdXelFQ',2.0,4.5,857
10447,b'GIbMEsayMK8nFb5OAHLJWA',2.0,3.0,8
10448,b'oAsjdHwXgKtK-NU_JEYuPg',2.0,4.0,17
10449,b'T_CniZSYWvVXkCO2hkU5vg',2.0,2.5,64
10450,b'3b-jZX9Ms0U9B2Oy_ZmNMA',2.0,4.0,66
10451,b'dHmxu6cSxcEFovv7J9sMvA',3.0,4.0,14
10452,b'2Jq2XezAoZRkt9uGJtSWtQ',2.0,3.0,16
10453,b'qaaixH75PIWmbemDsDc6Qw',2.0,3.5,3
10454,b'uLUjru9JVkI_qmFHCxYwAQ',2.0,3.0,13
10455,b'08DR3TTBG_GxvAtctXxmug',1.0,3.5,6
10456,b'FLy12rk1O6hpxuYzov9m-A',1.0,3.5,4
10457,b'Frbldz6phswVyMNvwherhA',2.0,3.5,93
10458,b'Vuk8Xn0RmP1o88QqfB75qg',2.0,3.0,60
10459,b'8FtVVxG4ovmIlvOCtKziZw',1.0,3.0,4
10460,b'QWx2bRDU9ApVZMvn1qbT_g',2.0,3.5,13
10461,b'kchDx0ej68wjE31J4_jFbQ',3.0,3.5,37
10462,b'TrGBHqHVzJM5tk2C1D1ctQ',1.0,4.5,321
10463,b'ob_QLqrAO0QJNc4txd5lgw',1.0,3.0,4
10464,b'_PSBh1_5sjqd0eOJfCpbwA',1.0,3.0,27
10465,b'FTA0Gt1BQbuA0OPEfV1R6w',1.0,3.5,53
10466,b'pv-bAsIJc6s31dYHxjKpvQ',1.0,4.5,26
10467,b'bD_8pk39e_m1JhUBkIjuPg',2.0,4.0,33
10468,b'QVeAZXzl9i7mdMcxI5DVfw',2.0,3.0,17
10469,b'qdBYqucqfRWAPyfMFCnMkA',1.0,4.0,16
10470,b'Xg48Sufuhv5zaMDjTs4pYA',2.0,4.0,18
10471,b'9i-yWC0t6NzcDmT1NMKilw',2.0,3.0,32
10472,b'v2o2rsEDfXVCtmMGa8gPBw',2.0,4.0,33
10473,b'WSQEZC8mL9M6CIITBdhVjQ',1.0,5.0,4
10474,b'21762yRZkQ6H0wZVmTiM9g',2.0,3.5,6
10475,b'AqfEIxefqdArIWf9YUVAtQ',2.0,4.0,225
10476,b'XFV_KWgCMVR9gi6m4EaFVA',2.0,4.5,23
10477,b'35m6JfoNrqtqxfC5nt-kEA',2.0,3.0,67
10478,b'lwxu6HwzEAhben5oVTw-8g',1.0,3.5,55
10479,b'EzNdXFIaUqU1SC75dJJKRw',2.0,3.5,131
10480,b'poslVllAL3wvn6PdNYU5dQ',1.0,3.0,21
10481,b'BQxiNB-08PBNZR2vk0fMdg',1.0,3.5,11
10482,b'_u1Bq7QsgMUXSMex8QHqLQ',1.0,4.0,369
10483,b'4jNjYtxZ9tPOx6cl9SUIOA',2.0,3.5,3
10484,b'LJEoHxM8wow4nSaObqXzSg',1.0,3.0,38
10485,b'lF2hdCoCpfXtipyniIeuig',2.0,3.0,8
10486,b'-5L8zOxibac-vBrsYtxXbQ',2.0,3.5,102
10487,b'ueoRWPGrSoZizl1ngBghqg',2.0,3.5,118
10488,b'z2Etq4K6YwbV7P5ENVYEgg',1.0,3.5,3
10489,b'kwi2TiPbCAVHsBNkEkZjVA',4.0,4.5,96
10490,b'v8KJxkaqdahn90r7chXQZg',1.0,2.5,9
10491,b'PjhIQJf2dbdLxgnFrAUaNw',2.0,3.5,48
10492,b'Jk-HrcmtWwYO33kvSCaTfQ',1.0,3.0,8
10493,b'EwraUz9DLJcMVnBVMGkBpA',1.0,4.0,43
10494,b'l2WFLLHJnO0cCheozTaRXQ',1.0,3.5,100
10495,b'QvxBnMcBPP1z_NAIYCqqdA',2.0,4.5,284
10496,b'tYRXT7VdchMAvOUU01emMA',,2.5,3
10497,b'dRhhM_kK3BwUJ8YndD61_g',2.0,4.0,120
10498,b'ea3kF5zspg4eNmxSbZixsA',1.0,4.0,10
10499,b'X-Hxv9miUzpFKcOaUVbRCw',1.0,2.0,3
10500,b'kGU2-r-615GNDzS-JZ6zHw',1.0,3.5,78
10501,b'0FaN1j1taOB1WbzEjwIp8w',,4.5,3
10502,b'dQD0zSR7VEVF-mUoMjdD_g',,3.5,7
10503,b'avBS62WEvwWyoDWBXAlxmg',1.0,4.5,11
10504,b'qbIiJ7JU1AH3RYMm0Okmkw',,2.5,4
10505,b'Ay3QJU76GOkZ16frZUTI1A',,3.5,3
10506,b'Cyx3b78zHXRNDDUTI3OMcA',1.0,3.0,10
10507,b'CmFAIv9AzwDzka58cIJPVg',1.0,3.0,30
10508,b'x-H-2BYL2XoDDLiub950Ag',2.0,4.5,67
10509,b'NrkIIRc5keLhblApGHlDjQ',,3.5,3
10510,b'mtQ7Uc-j2muK0AyVQTT9fQ',2.0,4.5,164
10511,b'OXSVjoMQflcB1xRb6T7eFA',1.0,1.5,17
10512,b'K7wkgmHe4q5vvwVIIbcleQ',2.0,4.0,6
10513,b'CERdu01pl1cGUyjjJcIFPQ',2.0,4.0,75
10514,b'_ucDskZqK5w1QHkoA_nlRw',1.0,4.5,188
10515,b'xhjcUFkctsRhxC9la2RVgQ',1.0,3.5,11
10516,b'bFFqpUl8Ix7CYPem9CxpFg',2.0,2.5,81
10517,b'-6e0liTvH5EoB4HuncuQgA',1.0,4.0,7
10518,b'0YA3RpY5KXcezPXcjdfOGQ',,2.5,11
10519,b'tPyttXySi2eiE4K035Cnhg',1.0,4.0,12
10520,b'Rwahe1zbFpw6VIjb5ngZeg',2.0,4.0,142
10521,b'diY31IEunbV8MfDh81FS1A',1.0,3.5,271
10522,b'IHNSikGzuGgI42DghQtL9Q',1.0,4.5,166
10523,b'semizMsHqDfT_kOXQITSOA',1.0,4.0,30
10524,b'521I-PdxTrIzbEuIJnVrtA',,2.0,3
10525,b'_nUQ_iT_JEdkMN7c-wqkBQ',2.0,4.0,82
10526,b'HgdFqAvK31fB9sgBdOzo9g',1.0,4.5,1016
10527,b'2Ff3ixS3vA70xBcN7pVo9g',2.0,3.0,14
10528,b'JxuRZ6hsdtcwioAETpCROQ',1.0,3.0,6
10529,b'anQSLdujUOp0sTCmIBi2Tg',3.0,4.0,348
10530,b'sNVGdeOPeitJ3OWUQBINzQ',2.0,4.0,1169
10531,b'cnLQD1gaoOtKAC1QgAWa8g',1.0,3.5,42
10532,b'WZAENeqQHGRIjSD7VTAmyQ',2.0,1.5,3
10533,b'-y9IFYiDeLl3P6GbfK9zWQ',2.0,4.0,18
10534,b'1c4IxxSQxuh2mHVm6o2b9g',1.0,4.0,5
10535,b'BQasaL9XWUhlFndmKYtMHw',1.0,3.5,20
10536,b'gXYevYIEOvyrmc7gd35qrg',2.0,4.5,46
10537,b'weF3Gq2L0bBilTE0ELIhMA',2.0,4.5,7
10538,b'B6xVgae6x4Xm5wVNrxaHiw',2.0,3.5,56
10539,b'SjyIj--Ja60dQh5L-CWruA',2.0,2.5,48
10540,b'rt-EKmn8xpUuWdePYPPcHQ',1.0,2.5,7
10541,b'bqMEml5HIFSMo4CPfjlG0A',1.0,4.5,51
10542,b'yGpiXHxRmxc5pB98yC4P2w',,3.5,5
10543,b'zY6f_cFY8HTI3hLlJj3SOg',2.0,3.5,211
10544,b'yoh_h9I63HdT0XG-2zkQcQ',1.0,3.0,35
10545,b'FTspPrLTqUnkkEBked_syg',2.0,2.5,22
10546,b'MjD_bzVtkAIviFsNFGy7Zg',1.0,4.5,38
10547,b'kolFb44M7k9c0-tZL2D_Cg',2.0,4.0,16
10548,b'kOkoz7_VLyqyN5UPselqoQ',2.0,4.0,132
10549,b'uJe6qjWPRMgR7QIyZ_zTwQ',2.0,3.5,135
10550,b'Rqc_42MJmsoMWNdHi4PFGg',1.0,4.0,3
10551,b'Jv8Cj0fdN2Mu2uvFVKcGlw',2.0,3.0,63
10552,b'Y92uJXOUOZn8JvZAffV5mA',,2.5,3
10553,b'xhzUfaJ9BTa3EbD0bTeKWQ',1.0,3.0,45
10554,b'97d7Qy70tyFoJJaGVuCaqg',,5.0,4
10555,b'Cbl-gUIpyCZEkZEwVxprvQ',1.0,4.5,3
10556,b'uEr5Myn9M9uuAurrEgXwFA',2.0,4.5,9
10557,b'eTjaYqh8BNiQp9T-ERMm8w',1.0,3.0,4
10558,b'w3lFTW91cTRgso2xr__T2Q',2.0,3.5,24
10559,b'gIuqnTxoW5Tf-dq4e0A0Vw',2.0,3.5,17
10560,b'EOBTIIbjfeLuTdXeFGsOTg',2.0,4.5,17
10561,b'O2LzZRUb6oWfho3F2NltWA',,4.0,3
10562,b'cKmhPywftFx1iPaBjvvr7Q',1.0,4.0,20
10563,b'8fTmSEyKwsC863IEMwEIxA',1.0,4.0,6
10564,b'4FdXVA-WxWwc5rmjRPJVnQ',1.0,1.0,4
10565,b'bKyjGqmnP4goQRYYp4ARhg',1.0,3.5,7
10566,b'H5vlbkJ_8mFI1wCGHO3apg',1.0,3.5,3
10567,b'gbxR91UBgVCrw6E7kfMxog',1.0,3.5,150
10568,b'-BuZrOMqgO4OU_UKYSddAg',,3.0,38
10569,b'HKqVAb8vQH7AN1Q6-he8OA',2.0,2.5,10
10570,b'SqkJxRXxn7K1s6FxEQhYsw',2.0,3.0,11
10571,b'WHdmQ-zPYYTJUqaUOfNpkQ',1.0,2.0,43
10572,b'8RSfnwNKjaGz1VsALAGRrw',,4.0,4
10573,b'xDnTbCZ3z2EnwHIcXYu0wA',1.0,4.0,26
10574,b'fOnpoMXToa5Qiyg95E6ENg',1.0,4.0,493
10575,b'IdLzooqPyvEtP_rv2eR6pQ',1.0,3.5,106
10576,b'Fe699lNnpiZIGjgmuQahXA',1.0,3.5,71
10577,b'AoKRsxts46M2bCIqBukirg',1.0,3.0,15
10578,b'sGlJTru2c707Vevy3ZmNMw',2.0,3.5,23
10579,b'FutUAQPBfCeTmqytfDW1pA',1.0,2.5,49
10580,b'D2mh7UebiiWJ1YYPLuXsyQ',1.0,2.5,15
10581,b'18DgI5IfaAo2hmu2gs8WxQ',2.0,4.5,15
10582,b'fXqlzAM6PTXUGrU4y33LzQ',1.0,4.0,190
10583,b'GSiAgRigPwSvXeR7emLSiw',2.0,3.5,158
10584,b'aWzp373TChor3kYz_BcWZA',2.0,3.5,199
10585,b'ToNuDof-jI5AY9C1wyWSUQ',,5.0,3
10586,b'VYNriOotbFZ7Qj_6jwUB5g',2.0,4.0,148
10587,b'QpPA4PZ0_jo82gkzMsQpDw',1.0,3.0,115
10588,b'7xDPzeWjMnUsGFMRmmNwBA',1.0,5.0,35
10589,b'zbdUUR3SMPnA-HP0hmkk7Q',2.0,3.5,8
10590,b'28adZ4lsuUeVB2aWzohK9g',2.0,3.5,259
10591,b'SjgeuBlgKER9yegpoxT99w',2.0,4.0,416
10592,b'PLiVD2blqBDRzAAd1_RxxQ',1.0,4.0,62
10593,b'dSoolLx5E5c6FpWxVLfMrg',1.0,4.5,5
10594,b'4I3qHlQLxl3dzzzdWzywog',1.0,4.0,12
10595,b'mtWFEF2yTAALgBKZPuxkGw',2.0,2.5,35
10596,b'qeAiqiHROF-jZJDKX7v0Gg',4.0,3.5,103
10597,b'BSziytE1kGwE_6Qt4gkaVw',2.0,3.0,17
10598,b'wKQthQiyzj1vxwkpLNWzTA',1.0,4.0,24
10599,b'm-dhoSt3TrHh2N5yPzYnsg',1.0,2.5,16
10600,b'hjQJsJdr8R0rBtm0s1SaYg',1.0,3.0,14
10601,b'eXGmTPLLc7BR2hGKtBqiZA',1.0,4.5,3
10602,b'Dz9S-JpEk1wJU_kcDj6PbA',1.0,4.5,39
10603,b'h7-JSWAJwFPZXwdoN1MQpg',2.0,5.0,35
10604,b'jVKy-xEHbd7e24yd0V_Cog',1.0,4.0,23
10605,b'Pwjo1kXWk4dyldClSNfyag',2.0,3.0,80
