business_id,categories
,"['Restaurants', 'Italian']"
,"['Middle Eastern', 'Restaurants', 'Mediterranean', 'Turkish']"
,"['Restaurants', 'Greek']"
,"['Korean', 'Restaurants', 'Chinese']"
,"['Mexican', 'Restaurants']"
,"['Restaurants', 'Cocktail Bars', 'Nightlife', 'Bars', 'Burgers', 'Music Venues', 'Arts & Entertainment']"
,"['Korean', 'Restaurants']"
,"['Nightlife', 'Breakfast & Brunch', 'Restaurants', 'Wine Bars', 'Bars', 'Seafood', 'Steakhouses']"
,"['Restaurants', 'Thai']"
,"['Hawaiian', 'Restaurants']"
,"['Waffles', 'Diners', 'American (Traditional)', 'Restaurants', 'Breakfast & Brunch']"
,"['Restaurants', 'Cafes', 'Coffee & Tea', 'Food']"
,"['Breakfast & Brunch', 'Pizza', 'Restaurants']"
,"['Restaurants', 'Chinese']"
,"['Restaurants', 'Japanese', 'Desserts', 'Seafood', 'Ramen', 'Food', 'Ice Cream & Frozen Yogurt']"
,"['Restaurants', 'Delis', 'Sandwiches']"
,"['Gas Stations', 'Fast Food', 'Convenience Stores', 'Automotive', 'Food', 'Restaurants']"
,"['Cheesesteaks', 'Restaurants']"
,"['Restaurants', 'Vietnamese']"
,"['Sushi Bars', 'Bars', 'Japanese', 'Restaurants', 'Nightlife', 'Lounges']"
,"['Italian', 'Restaurants']"
,"['Restaurants', 'Italian']"
,"['Canadian (New)', 'Restaurants']"
,"['Caribbean', 'Restaurants']"
,"['Nightlife', 'American (New)', 'Burgers', 'American (Traditional)', 'Restaurants', 'Music Venues', 'Arts & Entertainment']"
,"['Restaurants', 'Diners']"
,"['Italian', 'Restaurants']"
,"['Italian', 'Cafes', 'Food', 'Desserts', 'American (New)', 'Nightlife', 'Bars', 'Restaurants']"
,"['Cajun/Creole', 'Restaurants']"
,"['Chinese', 'Buffets', 'Restaurants']"
,"['Salad', 'Restaurants', 'American (Traditional)', 'American (New)']"
,"['Restaurants', 'Fast Food', 'Burgers']"
,"['Burgers', 'Salad', 'Restaurants', 'Soup']"
,"['Restaurants', 'Italian']"
,"['Wine Bars', 'Tapas Bars', 'Canadian (New)', 'Bars', 'Nightlife', 'Restaurants', 'Tapas/Small Plates']"
,"['American (Traditional)', 'Soul Food', 'Bakeries', 'Restaurants', 'Food', 'Caterers', 'Event Planning & Services']"
,"['Chinese', 'Restaurants']"
,"['Restaurants', 'Mexican']"
,"['Mediterranean', 'Meat Shops', 'Food', 'Specialty Food', 'Grocery', 'Restaurants']"
,"['Mediterranean', 'Restaurants']"
,"['American (New)', 'Bars', 'Restaurants', 'Nightlife']"
,"['Seafood', 'Fish & Chips', 'Restaurants']"
,"['Sports Bars', 'Bars', 'Nightlife', 'Chicken Wings', 'American (Traditional)', 'Restaurants']"
,"['Restaurants', 'Tapas/Small Plates', 'Spanish', 'Basque']"
,"['Restaurants', 'American (Traditional)']"
,"['Hot Dogs', 'Restaurants', 'American (Traditional)', 'Diners']"
,"['Restaurants', 'Pizza']"
,"['Vietnamese', 'Thai', 'Restaurants', 'Asian Fusion']"
,"['Coffee & Tea', 'Food', 'Cafes', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Chicken Wings', 'Cheesesteaks', 'American (New)', 'Hot Dogs']"
,"['Japanese', 'Restaurants', 'Sushi Bars']"
,"['Chinese', 'Thai', 'Restaurants', 'Buffets']"
,"['Soul Food', 'Restaurants']"
,"['Mexican', 'Restaurants']"
,"['Delis', 'Breakfast & Brunch', 'Coffee & Tea', 'Restaurants', 'Food', 'Bagels']"
,"['Food', 'Restaurants', 'Chinese', 'Thai']"
,"['Desserts', 'Breakfast & Brunch', 'Food', 'French', 'Creperies', 'Restaurants', 'American (New)']"
,"['Japanese', 'Sushi Bars', 'Restaurants']"
,"['Cafeteria', 'Soul Food', 'Restaurants', 'Southern']"
,"['Food', 'Desserts', 'Bakeries', 'Japanese', 'Restaurants']"
,"['Diners', 'Restaurants']"
,"['Mexican', 'Restaurants']"
,"['American (Traditional)', 'Restaurants']"
,"['Italian', 'Restaurants']"
,"['Restaurants', 'Modern European', 'Italian']"
,"['Poutineries', 'Burgers', 'Delis', 'Sandwiches', 'Restaurants']"
,"['Bars', 'Restaurants', 'Nightlife', 'Gastropubs', 'Seafood']"
,"['Restaurants', 'Chinese']"
,"['Italian', 'Restaurants']"
,"['Asian Fusion', 'Mongolian', 'Restaurants']"
,"['Canadian (New)', 'American (New)', 'Restaurants']"
,"['Bars', 'Nightlife', 'Restaurants', 'Italian', 'Wine Bars']"
,"['Restaurants', 'Fast Food', 'Delis', 'Sandwiches']"
,"['Event Planning & Services', 'American (Traditional)', 'Restaurants', 'Party & Event Planning', 'Pizza']"
,"['Sandwiches', 'Cafes', 'Food', 'Breakfast & Brunch', 'Restaurants', 'Salad']"
,"['Food', 'Sandwiches', 'Restaurants', 'Grocery']"
,"['Greek', 'Restaurants']"
,"['Coffee & Tea', 'Breakfast & Brunch', 'Food', 'Restaurants', 'Cafes']"
,"['Mexican', 'Diners', 'Restaurants']"
,"['Restaurants', 'Italian']"
,"['Restaurants', 'Lebanese', 'Middle Eastern']"
,"['American (Traditional)', 'Steakhouses', 'Comfort Food', 'Restaurants', 'Canadian (New)']"
,"['Restaurants', 'Cafes', 'Vietnamese']"
,"['Desserts', 'Food', 'Cafes', 'Portuguese', 'Sandwiches', 'Breakfast & Brunch', 'Bakeries', 'Restaurants']"
,"['Cafes', 'Diners', 'Coffee & Tea', 'Food', 'Vegetarian', 'Vegan', 'Restaurants']"
,"['Gluten-Free', 'Restaurants', 'Bakeries', 'Food']"
,"['Restaurants', 'Hot Dogs', 'Street Vendors', 'Fast Food', 'Food']"
,"['Mexican', 'Restaurants', 'Tex-Mex', 'Fast Food']"
,"['Modern European', 'Restaurants', 'Fondue']"
,"['Restaurants', 'Latin American']"
,"['Restaurants', 'Ramen', 'Japanese']"
,"['Restaurants', 'Indian']"
,"['American (Traditional)', 'Restaurants', 'Salad', 'Chicken Shop']"
,"['American (Traditional)', 'Bars', 'Caterers', 'Food', 'Event Planning & Services', 'Nightlife', 'Beer', 'Wine & Spirits', 'Restaurants']"
,"['Food', 'Restaurants', 'Desserts', 'Sandwiches', 'Ice Cream & Frozen Yogurt']"
,"['Italian', 'Restaurants', 'Pizza']"
,"['Nightlife', 'Dive Bars', 'Bars', 'Pubs', 'Restaurants']"
,['Restaurants']
,"['Fast Food', 'Restaurants']"
,"['Fast Food', 'Restaurants', 'Sandwiches', 'Breakfast & Brunch', 'Delis']"
,"['Fast Food', 'Hot Dogs', 'Restaurants', 'Burgers']"
,"['Italian', 'Restaurants']"
,"['Food', 'Ice Cream & Frozen Yogurt', 'Cafes', 'Restaurants']"
,"['Chinese', 'Asian Fusion', 'Fast Food', 'Restaurants']"
,"['Food', 'Restaurants', 'Mexican', 'Tex-Mex', 'Food Trucks', 'Tacos']"
,"['Restaurants', 'Mexican']"
,"['Soup', 'Mediterranean', 'Restaurants', 'Food']"
,"['Restaurants', 'Chinese']"
,"['American (New)', 'Mediterranean', 'Restaurants', 'Italian', 'Gelato', 'Ice Cream & Frozen Yogurt', 'Cafes', 'Food', 'Hawaiian']"
,"['Japanese', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Chinese']"
,"['Restaurants', 'Delis', 'Polish', 'Desserts', 'Food', 'Bakeries']"
,"['Food Trucks', 'Restaurants', 'Event Planning & Services', 'Mexican', 'Caterers', 'Food']"
,"['Vietnamese', 'Restaurants']"
,"['American (Traditional)', 'Barbeque', 'Steakhouses', 'Burgers', 'Restaurants']"
,"['Restaurants', 'Chinese', 'Seafood']"
,"['American (Traditional)', 'Restaurants', 'Fast Food', 'Burgers']"
,"['Bars', 'Canadian (New)', 'Comfort Food', 'Nightlife', 'Restaurants']"
,"['Arts & Entertainment', 'Restaurants', 'Casinos', 'Steakhouses']"
,"['Middle Eastern', 'Restaurants']"
,"['Restaurants', 'Chinese']"
,"['American (Traditional)', 'Belgian', 'Gastropubs', 'Breakfast & Brunch', 'Restaurants']"
,"['Delis', 'Canadian (New)', 'Restaurants', 'Sandwiches', 'Imported Food', 'Specialty Food', 'Food', 'Ethnic Food']"
,"['Canadian (New)', 'Food', 'Restaurants']"
,"['Restaurants', 'Japanese', 'Fast Food']"
,"['Comfort Food', 'Burgers', 'Nightlife', 'Restaurants', 'Dive Bars', 'Bars']"
,"['Mexican', 'Restaurants']"
,"['Airports', 'Hotels & Travel', 'Restaurants', 'American (New)']"
,"['Italian', 'Restaurants']"
,"['Restaurants', 'British']"
,"['Food', 'Bakeries', 'Desserts', 'Comfort Food', 'Cafes', 'Restaurants']"
,"['Imported Food', 'Food', 'Specialty Food', 'Restaurants', 'Slovakian', 'German', 'Ethnic Food', 'Sandwiches']"
,"['Caribbean', 'Restaurants']"
,"['Nightlife', 'Mexican', 'Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Pubs', 'Food', 'Breakfast & Brunch', 'American (New)']"
,"['Restaurants', 'Pizza', 'Italian', 'Salad']"
,"['Restaurants', 'Chinese']"
,"['Restaurants', 'Cafes', 'Bistros']"
,"['Fast Food', 'Burgers', 'Restaurants']"
,"['Delis', 'Sandwiches', 'Food', 'Restaurants', 'Cheese Shops', 'Specialty Food', 'Meat Shops']"
,"['Japanese', 'Restaurants']"
,"['Restaurants', 'Mexican']"
,"['Burgers', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Food', 'Cafes', 'Coffee & Tea']"
,"['American (New)', 'Restaurants', 'Chinese']"
,"['Restaurants', 'Comfort Food']"
,"['Middle Eastern', 'Restaurants', 'Kosher', 'Mediterranean']"
,"['Chinese', 'Restaurants']"
,"['Food', 'Sandwiches', 'Fast Food', 'Coffee & Tea', 'Restaurants']"
,"['Restaurants', 'Pizza']"
,"['Dim Sum', 'Noodles', 'Chinese', 'Restaurants', 'Food', 'Desserts']"
,"['Vietnamese', 'Restaurants']"
,"['Restaurants', 'Buffets']"
,"['Food', 'Japanese', 'Chicken Wings', 'Sushi Bars', 'Desserts', 'Restaurants', 'Noodles']"
,"['Sandwiches', 'Salad', 'Restaurants', 'Soup']"
,"['Restaurants', 'Nightlife', 'Bars', 'American (Traditional)']"
,"['Nightlife', 'Beer', 'Wine & Spirits', 'Bars', 'Restaurants', 'Food', 'American (New)', 'Fast Food', 'Pubs']"
,"['Pizza', 'Restaurants']"
,"['Burgers', 'American (New)', 'Food', 'Bars', 'Nightlife', 'Restaurants']"
,"['Restaurants', 'Middle Eastern']"
,"['Food', 'Cafes', 'Restaurants', 'Bagels']"
,"['Restaurants', 'Pizza']"
,"['Fast Food', 'Restaurants', 'Burgers']"
,"['Chinese', 'Restaurants']"
,"['Argentine', 'Bars', 'Nightlife', 'Restaurants', 'Wine Bars']"
,"['Sports Bars', 'Restaurants', 'Burgers', 'Chicken Wings', 'American (Traditional)', 'American (New)', 'Steakhouses', 'Nightlife', 'Bars']"
,"['Tex-Mex', 'Mexican', 'American (Traditional)', 'Restaurants']"
,"['Restaurants', 'Breakfast & Brunch']"
,"['Sushi Bars', 'Japanese', 'Restaurants']"
,"['German', 'Specialty Food', 'Restaurants', 'Food', 'International']"
,"['Nightlife', 'Restaurants', 'Karaoke', 'Bars', 'American (New)']"
,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']"
,"['Food Stands', 'Restaurants']"
,"['Seafood', 'Restaurants']"
,"['Indian', 'Food', 'Desserts', 'Restaurants']"
,"['Mexican', 'Restaurants']"
,"['Restaurants', 'Diners', 'Cafes']"
,"['Pizza', 'Bars', 'Sports Bars', 'Nightlife', 'Restaurants']"
,"['Nightlife', 'Bars', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants', 'American (New)']"
,"['Bangladeshi', 'Restaurants', 'Vegetarian', 'Indian']"
,"['Imported Food', 'Restaurants', 'Ethnic Food', 'Specialty Food', 'Food', 'Chinese']"
,"['Restaurants', 'Comfort Food', 'Nightlife', 'American (New)', 'Bars', 'Canadian (New)']"
,"['Middle Eastern', 'Food', 'Restaurants', 'Bakeries']"
,"['Japanese', 'Buffets', 'Sushi Bars', 'Restaurants', 'Seafood']"
,"['Restaurants', 'Breakfast & Brunch']"
,"['Food Delivery Services', 'Restaurants', 'Dim Sum', 'Chinese', 'Food']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Steakhouses']"
,"['Coffee & Tea', 'Cafes', 'Restaurants', 'Food']"
,"['Coffee & Tea', 'Restaurants', 'American (New)', 'Food', 'Breakfast & Brunch']"
,"['Restaurants', 'Italian']"
,"['African', 'Restaurants']"
,"['Restaurants', 'American (New)', 'Pizza', 'Italian']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'Italian', 'Pizza']"
,"['Restaurants', 'Mediterranean', 'Greek']"
,"['Burgers', 'Restaurants', 'Fast Food']"
,"['Restaurants', 'Vegan', 'Gluten-Free', 'Pizza']"
,"['Thai', 'Restaurants']"
,"['Pizza', 'Restaurants']"
,"['Cocktail Bars', 'Nightlife', 'Music Venues', 'Mexican', 'Bars', 'American (New)', 'Arts & Entertainment', 'Restaurants', 'Wine Bars']"
,['Restaurants']
,"['Fast Food', 'Restaurants']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Asian Fusion']"
,"['Fast Food', 'Burgers', 'Sandwiches', 'Restaurants']"
,"['Grocery', 'Wholesale Stores', 'Specialty Food', 'Meat Shops', 'Restaurants', 'Seafood', 'Shopping', 'Fruits & Veggies', 'Food']"
,"['Restaurants', 'Event Planning & Services', 'Vegetarian', 'Personal Chefs', 'Tapas Bars', 'Salad', 'Mediterranean']"
,"['Mediterranean', 'Greek', 'Restaurants']"
,"['Brewpubs', 'American (Traditional)', 'Restaurants', 'Bars', 'Breweries', 'Pubs', 'Nightlife', 'Food']"
,"['Cheesesteaks', 'Restaurants', 'Delis', 'Chicken Wings']"
,"['Restaurants', 'Breakfast & Brunch', 'Donuts', 'Coffee & Tea', 'Food', 'Sandwiches']"
,"['American (Traditional)', 'Mediterranean', 'Breakfast & Brunch', 'Restaurants', 'Greek']"
,"['Steakhouses', 'Nightlife', 'Sports Bars', 'Restaurants', 'Bars']"
,"['Restaurants', 'Pizza', 'Modern European', 'Bars', 'Nightlife', 'Cafes']"
,"['Restaurants', 'Peruvian']"
,"['Breweries', 'Restaurants', 'Gastropubs', 'Food']"
,"['Restaurants', 'Vietnamese']"
,"['Buffets', 'Chinese', 'Restaurants']"
,"['Restaurants', 'Turkish']"
,"['Restaurants', 'American (Traditional)']"
,"['Sandwiches', 'Restaurants']"
,"['Chinese', 'Restaurants']"
,"['American (New)', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants']"
,"['Thai', 'Restaurants']"
,"['Food', 'Breakfast & Brunch', 'Restaurants']"
,"['Cafes', 'Donuts', 'Food', 'Restaurants', 'Desserts', 'Ice Cream & Frozen Yogurt']"
,"['Italian', 'Restaurants']"
,"['Bars', 'Breakfast & Brunch', 'Restaurants', 'Pubs', 'Gastropubs', 'Cocktail Bars', 'American (New)', 'Nightlife']"
,"['Coffee & Tea', 'Food', 'Cafes', 'Restaurants']"
,"['Nightlife', 'Sports Bars', 'Bars', 'Restaurants', 'Pizza']"
,"['Fast Food', 'Restaurants']"
,"['Restaurants', 'Sandwiches', 'Specialty Food', 'Hot Dogs', 'Burgers', 'Fast Food', 'Food']"
,"['Italian', 'Restaurants', 'Pizza']"
,"['Festivals', 'Arts & Entertainment', 'Restaurants', 'American (Traditional)', 'Barbeque']"
,"['Internet Cafes', 'Cafes', 'Coffee & Tea', 'Food', 'Restaurants']"
,"['Bars', 'Sandwiches', 'Pizza', 'Restaurants', 'Salad', 'Nightlife', 'Gluten-Free']"
,"['Japanese', 'Restaurants']"
,"['Bagels', 'Soup', 'Restaurants', 'Food', 'Breakfast & Brunch']"
,"['Barbeque', 'Restaurants']"
,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']"
,"['Ice Cream & Frozen Yogurt', 'Restaurants', 'Food', 'Fast Food']"
,"['Restaurants', 'Fast Food', 'Tex-Mex', 'Mexican']"
,"['Restaurants', 'Greek']"
,"['Restaurants', 'Bars', 'Nightlife', 'British', 'Seafood']"
,"['Nightlife', 'American (Traditional)', 'Bars', 'Pubs', 'Restaurants']"
,"['Restaurants', 'Gluten-Free']"
,"['Restaurants', 'Pizza', 'Italian']"
,"['Restaurants', 'Fast Food', 'Persian/Iranian', 'Mediterranean', 'Middle Eastern']"
,"['Restaurants', 'Comfort Food', 'Cheesesteaks', 'Food', 'Burgers']"
,"['Caribbean', 'Restaurants']"
,"['Restaurants', 'American (New)', 'American (Traditional)', 'Breweries', 'Bars', 'Burgers', 'Food', 'Nightlife']"
,"['Haitian', 'Restaurants', 'Caribbean']"
,"['Restaurants', 'Pizza']"
,"['Tex-Mex', 'Specialty Food', 'Food', 'Ethnic Food', 'Restaurants', 'Imported Food']"
,"['Seafood', 'Restaurants']"
,"['Restaurants', 'Taiwanese']"
,"['Chinese', 'Buffets', 'Restaurants']"
,"['American (Traditional)', 'Restaurants', 'Pizza']"
,"['Restaurants', 'Soup', 'British']"
,"['Coffee & Tea', 'Delis', 'Sandwiches', 'Restaurants', 'Food']"
,"['Restaurants', 'Gluten-Free', 'Nightlife', 'Italian', 'Bars', 'Cocktail Bars']"
,"['Food', 'Cafes', 'Coffee & Tea', 'Restaurants']"
,"['Breakfast & Brunch', 'Restaurants']"
,"['Soup', 'Asian Fusion', 'Sushi Bars', 'Chinese', 'Restaurants']"
,"['Latin American', 'Restaurants', 'Salad', 'Chicken Shop']"
,"['Restaurants', 'Pizza']"
,"['Coffee & Tea', 'Restaurants', 'Food', 'Creperies']"
,"['Restaurants', 'Sushi Bars', 'Asian Fusion', 'Pan Asian', 'Chinese']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'Indian']"
,"['Coffee & Tea', 'Diners', 'American (Traditional)', 'Burgers', 'Food', 'Breakfast & Brunch', 'Restaurants', 'Fast Food']"
,"['Pizza', 'Restaurants', 'Buffets', 'Chicken Shop']"
,"['Restaurants', 'Italian', 'Pizza']"
,"['Restaurants', 'Pubs', 'Bars', 'Breakfast & Brunch', 'Nightlife', 'British']"
,"['Italian', 'Food Court', 'Restaurants']"
,"['Restaurants', 'Japanese', 'Sushi Bars']"
,"['Restaurants', 'Japanese']"
,"['Wholesale Stores', 'Food Court', 'Restaurants', 'Automotive', 'Gas Stations', 'Shopping']"
,"['Cafes', 'Bagels', 'Food', 'Delis', 'Donuts', 'Breakfast & Brunch', 'Restaurants', 'Sandwiches']"
,"['Restaurants', 'Bakeries', 'Food', 'Cafes']"
,"['Restaurants', 'Sandwiches']"
,"['Coffee & Tea', 'Donairs', 'Food', 'Restaurants', 'Nightlife', 'Middle Eastern', 'Bars', 'Hookah Bars']"
,"['Steakhouses', 'Restaurants']"
,"['Food', 'Restaurants', 'Breweries', 'American (Traditional)']"
,"['Food Delivery Services', 'Restaurants', 'Chinese', 'Food']"
,"['Restaurants', 'Ethnic Food', 'Imported Food', 'Specialty Food', 'Food', 'Chinese']"
,"['Restaurants', 'Fish & Chips', 'American (New)', 'Bars', 'Nightlife', 'Sports Bars']"
,"['Restaurants', 'Seafood', 'Pizza', 'Italian']"
,"['Restaurants', 'Breakfast & Brunch', 'Diners']"
,"['Food Delivery Services', 'Italian', 'Salad', 'Pizza', 'Restaurants', 'Food']"
,"['Restaurants', 'Local Flavor', 'Shopping Centers', 'Shopping']"
,"['Indian', 'Restaurants']"
,"['Food', 'Restaurants', 'Mediterranean']"
,"['Sandwiches', 'Restaurants']"
,"['Restaurants', 'Breakfast & Brunch', 'Canadian (New)']"
,['Restaurants']
,"['Diners', 'Restaurants', 'American (Traditional)', 'Breakfast & Brunch']"
,"['Hawaiian', 'Restaurants']"
,"['Restaurants', 'Halal', 'Indian', 'Pakistani']"
,"['Greek', 'Restaurants', 'Pizza', 'Italian']"
,"['Hot Dogs', 'American (New)', 'Restaurants']"
,"['Mexican', 'Caterers', 'Event Planning & Services', 'Restaurants', 'Salad', 'Tex-Mex', 'Pizza']"
,"['Middle Eastern', 'Food', 'Restaurants']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'French']"
,"['French', 'Restaurants', 'Specialty Food', 'Cheese Shops', 'Food']"
,"['Venues & Event Spaces', 'Breakfast & Brunch', 'Restaurants', 'Bars', 'Cafes', 'Burgers', 'Event Planning & Services', 'Nightlife', 'Sandwiches']"
,"['Hot Dogs', 'Sandwiches', 'Burgers', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Pizza']"
,"['Tapas/Small Plates', 'Restaurants', 'Vegetarian', 'Latin American']"
,"['Restaurants', 'Fast Food']"
,"['Restaurants', 'Caribbean', 'Indian']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Chinese', 'Szechuan', 'Asian Fusion']"
,"['Sandwiches', 'Fast Food', 'Restaurants']"
,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']"
,"['Desserts', 'Restaurants', 'Food', 'Fondue', 'Sandwiches']"
,"['Chinese', 'Restaurants']"
,"['Event Planning & Services', 'Fast Food', 'Caterers', 'Restaurants']"
,"['Seafood', 'Restaurants', 'Fast Food']"
,"['Food', 'Cafes', 'Coffee & Tea', 'Restaurants']"
,"['Restaurants', 'Grocery', 'Specialty Food', 'Food', 'Delis', 'Seafood Markets', 'Meat Shops']"
,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
,"['Restaurants', 'Bars', 'Ethiopian', 'Nightlife']"
,"['Italian', 'Pubs', 'American (New)', 'Restaurants', 'Bars', 'Nightlife']"
,"['Restaurants', 'German', 'Asian Fusion', 'Specialty Food', 'Pan Asian', 'Food']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'Venues & Event Spaces', 'Jazz & Blues', 'Mediterranean', 'Canadian (New)', 'Breakfast & Brunch', 'Nightlife', 'Seafood', 'Food', 'Event Planning & Services', 'Arts & Entertainment', 'Local Flavor']"
,"['Mexican', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Nightlife', 'Bars', 'Lounges']"
,"['Pizza', 'Restaurants']"
,"['Restaurants', 'American (New)', 'Barbeque']"
,"['Chinese', 'Restaurants']"
,"['Chinese', 'Dim Sum', 'Restaurants', 'Imported Food', 'Food', 'Ethnic Food', 'Specialty Food']"
,"['Burgers', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Seafood', 'Italian', 'Steakhouses']"
,"['American (Traditional)', 'Wraps', 'Restaurants', 'Breakfast & Brunch']"
,"['Fast Food', 'Restaurants', 'Sandwiches']"
,"['Diners', 'Restaurants']"
,"['Syrian', 'Food', 'Coffee & Tea', 'Middle Eastern', 'Breakfast & Brunch', 'Desserts', 'Restaurants', 'Cafes']"
,"['Restaurants', 'Chinese', 'Thai']"
,"['Afghan', 'Mexican', 'Middle Eastern', 'Mediterranean', 'Restaurants']"
,"['Steakhouses', 'Seafood', 'Restaurants']"
,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
,"['French', 'Italian', 'Cocktail Bars', 'Restaurants', 'Bistros', 'Bars', 'Nightlife', 'American (Traditional)']"
,['Restaurants']
,"['Japanese', 'Sushi Bars', 'Restaurants']"
,"['Pan Asian', 'Thai', 'Restaurants', 'Chinese']"
,"['Restaurants', 'Chinese']"
,"['Middle Eastern', 'Restaurants']"
,"['Chinese', 'Restaurants', 'Dim Sum', 'Seafood']"
,"['Mexican', 'Fast Food', 'Restaurants']"
,"['Restaurants', 'Mexican']"
,"['Food', 'Restaurants', 'Korean', 'Bakeries', 'Desserts']"
,"['Restaurants', 'Breakfast & Brunch']"
,"['Chinese', 'Restaurants']"
,"['Restaurants', 'Chinese']"
,"['Italian', 'Restaurants']"
,"['Pizza', 'Restaurants']"
,"['Thai', 'Restaurants', 'Food', 'Food Delivery Services']"
,"['Restaurants', 'Bakeries', 'Food', 'Financial Advising', 'Patisserie/Cake Shop', 'Financial Services', 'Insurance', 'Cafes']"
,"['Restaurants', 'Chicken Wings']"
,"['Cafes', 'Food', 'Coffee & Tea', 'Coffee Roasteries', 'Restaurants']"
,"['Restaurants', 'Greek', 'Mediterranean']"
,"['Delis', 'Restaurants']"
,"['Restaurants', 'Italian']"
,"['Chicken Wings', 'Pizza', 'Restaurants', 'Sandwiches']"
,"['Restaurants', 'Lebanese', 'Middle Eastern', 'Arabian']"
,"['Burgers', 'Restaurants']"
,"['Restaurants', 'Hot Dogs', 'Sandwiches', 'Salad']"
,"['Restaurants', 'Chinese']"
,"['Food', 'Chinese', 'Desserts', 'Restaurants']"
,"['Pizza', 'Sandwiches', 'Nightlife', 'Restaurants', 'Bars']"
,"['Restaurants', 'Tex-Mex']"
,"['Restaurants', 'Chinese']"
,"['Food', 'Bars', 'Breweries', 'American (New)', 'Restaurants', 'Nightlife']"
,"['Pasta Shops', 'Restaurants', 'Pizza', 'Food', 'Chicken Wings', 'Specialty Food']"
,"['Restaurants', 'Juice Bars & Smoothies', 'Bubble Tea', 'Food', 'Coffee & Tea']"
,"['Nightlife', 'Restaurants', 'Chicken Wings', 'Bars', 'Sports Bars', 'Brasseries']"
,"['Diners', 'American (Traditional)', 'Restaurants']"
,"['Desserts', 'Specialty Food', 'Food', 'Bangladeshi', 'Restaurants', 'Ethnic Food']"
,"['Donuts', 'Food', 'Restaurants', 'Coffee & Tea', 'Fast Food']"
,"['Restaurants', 'Mexican', 'Nightlife', 'Seafood', 'Dance Clubs', 'Latin American', 'Bars', 'Salvadoran']"
,"['Restaurants', 'Pizza']"
,"['Restaurants', 'Sandwiches', 'Salad', 'Breakfast & Brunch', 'Burgers']"
,"['Restaurants', 'Mexican']"
,"['Bagels', 'Restaurants', 'Salad', 'Sandwiches', 'Food']"
,"['Restaurants', 'Thai', 'Chinese', 'Asian Fusion']"
,"['Restaurants', 'Italian']"
,"['American (Traditional)', 'Soul Food', 'Southern', 'Restaurants']"
,"['Restaurants', 'Asian Fusion']"
,"['Restaurants', 'Sushi Bars']"
,"['Beer', 'Wine & Spirits', 'Nightlife', 'Gastropubs', 'Restaurants', 'Food', 'British', 'Bars', 'Pubs']"
,"['Breakfast & Brunch', 'Cafes', 'Restaurants', 'Sandwiches']"
,"['Seafood', 'Hawaiian', 'Steakhouses', 'Sushi Bars', 'Asian Fusion', 'Restaurants']"
,"['Restaurants', 'Bars', 'Desserts', 'Thai', 'Wine Bars', 'Nightlife', 'Food']"
,"['Restaurants', 'Breakfast & Brunch']"
,"['Caribbean', 'Restaurants']"
,"['Greek', 'Mediterranean', 'Restaurants']"
,"['Restaurants', 'Bagels', 'Breakfast & Brunch', 'Sandwiches', 'Food']"
,"['Irish', 'Restaurants']"
,"['Restaurants', 'Japanese']"
,"['Breakfast & Brunch', 'Food', 'Coffee & Tea', 'Restaurants', 'Delis']"
,"['Restaurants', 'Vegetarian', 'American (New)', 'Specialty Food', 'Salad', 'Do-It-Yourself Food', 'Food', 'Sandwiches']"
,"['Lebanese', 'Sandwiches', 'Middle Eastern', 'Restaurants', 'Mediterranean', 'Falafel']"
,"['Sandwiches', 'Restaurants']"
,"['Restaurants', 'Food', 'Ice Cream & Frozen Yogurt', 'Salad', 'Soup']"
,"['Restaurants', 'Vegan', 'Sushi Bars']"
,"['Restaurants', 'Pizza']"
,"['Fast Food', 'Pizza', 'Restaurants']"
,"['Restaurants', 'Sandwiches']"
,"['Restaurants', 'Chinese', 'Asian Fusion', 'Indian']"
,"['Italian', 'Delis', 'Meat Shops', 'Food', 'Restaurants', 'Caterers', 'Event Planning & Services', 'Grocery', 'Specialty Food']"
,"['Sandwiches', 'Restaurants', 'Bagels', 'Food', 'Breakfast & Brunch']"
,"['Restaurants', 'Vietnamese']"
,"['Sandwiches', 'Fast Food', 'Restaurants', 'Food']"
,"['Restaurants', 'Indian']"
